,source,target,imp_score_ov,imp_score_brca,source_full_name,target_full_name
35,GO:0006760,GO:0006575,0.0009166167426117121,0.0014523827696750575,folic acid-containing compound metabolic process,cellular modified amino acid metabolic process
36,GO:0043303,GO:0051656,3.7961837102153875e-05,-0.00016233027170666883,mast cell degranulation,establishment of organelle localization
37,GO:0051303,GO:0051656,-2.5432938227642356e-06,0.0008205284471707988,establishment of chromosome localization,establishment of organelle localization
38,GO:0047496,GO:0051656,-0.00041622761857219376,-0.00012469543834419896,vesicle transport along microtubule,establishment of organelle localization
39,GO:0031571,GO:0044773,0.0009794953671771094,0.001150921590334085,mitotic G1 DNA damage checkpoint signaling,mitotic DNA damage checkpoint signaling
40,GO:1902402,GO:0044773,-0.0003983902537955174,-0.00047943633468918806,mitotic DNA damage checkpoint signaling,mitotic DNA damage checkpoint signaling
41,GO:0031571,GO:0044783,-0.00035530208563948893,0.0003262614056599926,mitotic G1 DNA damage checkpoint signaling,mitotic G1 DNA damage checkpoint signaling
42,GO:1902402,GO:0072422,-0.0006444646467311312,-0.0025456907979930932,mitotic DNA damage checkpoint signaling,DNA damage checkpoint signaling
43,GO:1902402,GO:1902403,0.0006710699170042321,-0.0008828521959551927,mitotic DNA damage checkpoint signaling,mitotic DNA integrity checkpoint signaling
44,GO:0000083,GO:0000082,-0.0006739458909152304,-0.00029149654875171467,GO:0000083,G1/S transition of mitotic cell cycle
45,GO:0000122,GO:0045892,0.0003360214637958713,-0.006304531713987314,negative regulation of transcription by RNA polymerase II,negative regulation of DNA-templated transcription
46,GO:0006342,GO:0045892,-0.004504496808659364,0.0007233947668166604,heterochromatin formation,negative regulation of DNA-templated transcription
47,GO:0035384,GO:0035383,-0.0003173943566754559,0.0008908410129660042,thioester biosynthetic process,thioester metabolic process
48,GO:0035384,GO:0044272,0.001235146573759455,-0.0026648112402524182,thioester biosynthetic process,sulfur compound biosynthetic process
49,GO:1901687,GO:0044272,-0.000473797095370845,0.0013083719931937616,glutathione derivative biosynthetic process,sulfur compound biosynthetic process
50,GO:0009074,GO:0009063,0.0005878702928820027,-0.0007525056549485034,aromatic amino acid family catabolic process,amino acid catabolic process
51,GO:0036003,GO:0045944,0.0026981281637543353,3.32505110064975e-06,GO:0036003,positive regulation of transcription by RNA polymerase II
52,GO:1902895,GO:0045944,0.004327157407181199,0.0043987501610109414,positive regulation of miRNA transcription,positive regulation of transcription by RNA polymerase II
53,GO:0120031,GO:0030031,0.0001484495575262748,0.00022704545490440784,plasma membrane bounded cell projection assembly,cell projection assembly
54,GO:0070059,GO:0097193,0.00037178843623683877,-0.001101786751031309,intrinsic apoptotic signaling pathway in response to endoplasmic reticulum stress,intrinsic apoptotic signaling pathway
55,GO:0042771,GO:0097193,0.0001950372910966114,0.0003093722583328765,intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator,intrinsic apoptotic signaling pathway
56,GO:0007266,GO:0007265,0.0004986702744373172,0.0002742257169146698,Rho protein signal transduction,Ras protein signal transduction
57,GO:0007257,GO:0051403,1.0161065732884162e-05,-0.0004702635529001136,GO:0007257,stress-activated MAPK cascade
58,GO:0007257,GO:0000187,-0.0008397509545192465,-0.0009665460699989078,GO:0007257,GO:0000187
59,GO:0000209,GO:0016567,-0.00048149858938605734,1.4760243213326383e-05,protein polyubiquitination,protein ubiquitination
60,GO:0007051,GO:0000226,0.00025158184307200323,-0.00033131871923878516,spindle organization,microtubule cytoskeleton organization
61,GO:0007098,GO:0000226,0.00030351002144635603,-7.289921831267884e-05,centrosome cycle,microtubule cytoskeleton organization
62,GO:0090307,GO:0000226,-9.340491239301586e-05,0.0004743790121011504,mitotic spindle assembly,microtubule cytoskeleton organization
63,GO:0007015,GO:0030036,-0.0006993913849884577,0.001264299069010144,actin filament organization,actin cytoskeleton organization
64,GO:0031032,GO:0030036,-0.0010152890237479246,-0.0015438503922219722,actomyosin structure organization,actin cytoskeleton organization
65,GO:0031532,GO:0030036,-0.00040905814369689614,0.001153729003106018,GO:0031532,actin cytoskeleton organization
66,GO:0042743,GO:0016999,0.00015465355430116553,-0.0011747147796126699,hydrogen peroxide metabolic process,antibiotic metabolic process
67,GO:0006068,GO:0016999,-0.0004084067148059813,0.0007280075748649987,ethanol catabolic process,antibiotic metabolic process
68,GO:0006068,GO:0042737,-0.0005923300811896076,0.0011129270836088658,ethanol catabolic process,xenobiotic catabolic process
69,GO:0006749,GO:0006518,-0.00012394483454227935,-0.0005219765249423779,glutathione metabolic process,peptide metabolic process
70,GO:0043043,GO:0006518,-0.0007624701858916028,0.0008063057330512016,peptide biosynthetic process,peptide metabolic process
71,GO:0050435,GO:0006518,0.0002315555009672031,1.5826983896967182e-05,amyloid-beta metabolic process,peptide metabolic process
72,GO:0044257,GO:0030163,-0.0003273142002943773,-0.00018525595223389262,protein catabolic process,protein catabolic process
73,GO:0006401,GO:0034655,-0.00021059048889837884,0.0001177288555941054,RNA catabolic process,nucleobase-containing compound catabolic process
74,GO:0034656,GO:0034655,0.0006390557358184556,-0.00014480830050848877,nucleobase-containing small molecule catabolic process,nucleobase-containing compound catabolic process
75,GO:0009214,GO:0034655,-0.00020686392093147848,-0.0006614557613230845,cyclic nucleotide catabolic process,nucleobase-containing compound catabolic process
76,GO:0046364,GO:0016051,-0.0005953074073322654,0.0007370603669231365,monosaccharide biosynthetic process,carbohydrate biosynthetic process
77,GO:0070301,GO:0034614,-0.0008163160604412773,0.0006671777864459853,cellular response to hydrogen peroxide,cellular response to reactive oxygen species
78,GO:0033189,GO:0033273,-0.0004391241508568889,-0.000968690337605755,response to vitamin A,response to vitamin
79,GO:0033280,GO:0033273,-0.0008602017684080663,-0.0019600054696993652,response to vitamin D,response to vitamin
80,GO:0071295,GO:0033273,0.0005637851486663018,-0.0008437583096230346,cellular response to vitamin,response to vitamin
81,GO:0070301,GO:0035690,-9.465726808764464e-05,-0.0006106085216072284,cellular response to hydrogen peroxide,cellular response to xenobiotic stimulus
82,GO:0071318,GO:0035690,-6.855681061162e-06,-0.00021093753536280407,cellular response to ATP,cellular response to xenobiotic stimulus
83,GO:0071361,GO:0035690,-1.0473844007357159e-05,1.3427430823077324e-06,cellular response to ethanol,cellular response to xenobiotic stimulus
84,GO:0071549,GO:0035690,2.8750224276761395e-05,0.00023790052662060377,cellular response to dexamethasone stimulus,cellular response to xenobiotic stimulus
85,GO:1903351,GO:0035690,-0.0005839017989413545,0.00021395258635995975,cellular response to dopamine,cellular response to xenobiotic stimulus
86,GO:0007213,GO:0035690,-3.7899615769412074e-05,0.00020959787049827717,G protein-coupled acetylcholine receptor signaling pathway,cellular response to xenobiotic stimulus
87,GO:0071361,GO:0045471,-0.000606583138149535,-0.00019368395761559852,cellular response to ethanol,response to ethanol
88,GO:0071549,GO:0097327,-0.00029437106115985564,-4.532664456467886e-05,cellular response to dexamethasone stimulus,response to antineoplastic agent
89,GO:0008033,GO:0006396,0.0002738708492369072,0.0016093584575650839,tRNA processing,RNA processing
90,GO:0000398,GO:0006396,-0.002049740611735531,0.0020186496577148435,"mRNA splicing, via spliceosome",RNA processing
91,GO:0006367,GO:0006366,0.00044574528318861806,0.0035839338828765346,transcription initiation at RNA polymerase II promoter,transcription by RNA polymerase II
92,GO:0061647,GO:0016570,-0.0008210900737687277,0.0007211375055562998,histone H3-K9 modification,histone modification
93,GO:0035404,GO:0016570,0.00015009603610170123,9.934153244962901e-05,GO:0035404,histone modification
94,GO:0043966,GO:0016570,-0.0008252910593100223,-0.0010951462874012,histone H3 acetylation,histone modification
95,GO:0043967,GO:0016570,0.0007430758502079445,0.0015961530013608486,histone H4 acetylation,histone modification
96,GO:0070932,GO:0016570,0.0002086032797062934,0.0005228704199572456,histone H3 deacetylation,histone modification
97,GO:0070076,GO:0016570,0.0007504474463253378,-0.0009593454027810338,histone lysine demethylation,histone modification
98,GO:0051568,GO:0016570,-7.853364034245032e-06,-8.373355796986442e-05,histone H3-K4 methylation,histone modification
99,GO:0001895,GO:0001894,-0.00035025050259873686,-0.0006192355223614492,retina homeostasis,tissue homeostasis
100,GO:0045453,GO:0001894,0.00033064876404035736,0.001447390276807141,bone resorption,tissue homeostasis
101,GO:0048873,GO:0001894,2.632004942937955e-05,6.680093448225396e-05,homeostasis of number of cells within a tissue,tissue homeostasis
102,GO:0007566,GO:0007565,0.0002686107497277277,-0.0010802601016011418,embryo implantation,female pregnancy
103,GO:0060135,GO:0007565,6.939814082801731e-05,0.0001604360044833789,maternal process involved in female pregnancy,female pregnancy
104,GO:0046879,GO:0009914,-3.503087241059375e-06,0.0003046280431566939,hormone secretion,hormone transport
105,GO:0002066,GO:0002064,0.0006948963324266307,0.0008141819488163213,columnar/cuboidal epithelial cell development,epithelial cell development
106,GO:0061028,GO:0002064,-1.1772281909446952e-05,-0.0006127773704437012,establishment of endothelial barrier,epithelial cell development
107,GO:0048813,GO:0048667,-0.0003280851906757654,-0.0006668648391881162,dendrite morphogenesis,cell morphogenesis involved in neuron differentiation
108,GO:0007411,GO:0048667,0.0013148844781570549,0.0005332505044677805,axon guidance,cell morphogenesis involved in neuron differentiation
109,GO:0021955,GO:0048667,-3.156825461106194e-05,0.00020697145705024042,central nervous system neuron axonogenesis,cell morphogenesis involved in neuron differentiation
110,GO:0000281,GO:0051301,-0.00034043070677143437,0.0016808242518954295,mitotic cytokinesis,cell division
111,GO:0022618,GO:0034622,-0.000545662751633402,0.0011074673559708773,protein-RNA complex assembly,protein-containing complex assembly
112,GO:0051258,GO:0034622,0.0005502565491990524,0.002237917449711201,protein polymerization,protein-containing complex assembly
113,GO:0006334,GO:0034622,-0.0008785532607381012,9.471830299185534e-05,nucleosome assembly,protein-containing complex assembly
114,GO:0034312,GO:0046165,0.00018047563197116356,0.0003211437196303872,diol biosynthetic process,alcohol biosynthetic process
115,GO:0072330,GO:0046394,-0.0017701916142339677,0.0036929319617912426,monocarboxylic acid biosynthetic process,carboxylic acid biosynthetic process
116,GO:1901607,GO:0046394,-0.00014294552000285486,-0.000998050245095387,alpha-amino acid biosynthetic process,carboxylic acid biosynthetic process
117,GO:0046457,GO:0046394,0.0004143602208135713,6.608384705361278e-05,prostanoid biosynthetic process,carboxylic acid biosynthetic process
118,GO:0043484,GO:0051252,4.580377678242393e-05,0.0009998542652453644,regulation of RNA splicing,regulation of RNA metabolic process
119,GO:1903798,GO:0051252,-0.0004050271195931108,0.0006449024824999166,regulation of miRNA processing,regulation of RNA metabolic process
120,GO:0050684,GO:0051252,0.00035678862372648287,-0.00040142321179151134,regulation of mRNA processing,regulation of RNA metabolic process
121,GO:1903312,GO:0051252,-2.441587650623637e-05,-0.00048410310741087484,negative regulation of mRNA metabolic process,regulation of RNA metabolic process
122,GO:1903313,GO:0051252,-0.0005962676903900136,-0.0005472900208929663,positive regulation of mRNA metabolic process,regulation of RNA metabolic process
123,GO:0010507,GO:0010506,-0.0003470799459789396,0.001599114345609096,negative regulation of autophagy,regulation of autophagy
124,GO:1903146,GO:0010506,0.0001863977778270485,0.00031831762131671215,regulation of autophagy of mitochondrion,regulation of autophagy
125,GO:0016239,GO:0010506,0.0009046812643683812,-0.0001814677727982849,positive regulation of macroautophagy,regulation of autophagy
126,GO:0010507,GO:0031330,6.332807088085777e-05,0.0007935609169009096,negative regulation of autophagy,negative regulation of cellular catabolic process
127,GO:1903363,GO:0031330,-0.000369730949821281,-0.00030861189842457424,negative regulation of protein catabolic process,negative regulation of cellular catabolic process
128,GO:0048255,GO:0031330,1.848963044706518e-05,0.0007326421943549508,mRNA stabilization,negative regulation of cellular catabolic process
129,GO:0045821,GO:0031331,0.0005400529842620708,6.689746842180569e-05,positive regulation of glycolytic process,positive regulation of cellular catabolic process
130,GO:1903364,GO:0031331,0.0026742407085293923,-0.0003286646749717074,positive regulation of protein catabolic process,positive regulation of cellular catabolic process
131,GO:1903363,GO:1903362,-0.0003309190014296085,0.001107119706809611,negative regulation of protein catabolic process,regulation of protein catabolic process
132,GO:1903364,GO:1903362,-0.0010908339770492501,0.0013089486904107454,positive regulation of protein catabolic process,regulation of protein catabolic process
133,GO:0071398,GO:0070542,-0.0003084010035221925,0.0007398074304067339,cellular response to fatty acid,response to fatty acid
134,GO:0071230,GO:0071229,-0.0005705151221449238,-5.099039690295467e-05,cellular response to amino acid stimulus,cellular response to acid chemical
135,GO:0071300,GO:0071229,-6.650026689772054e-05,0.0006410658008588234,cellular response to retinoic acid,cellular response to acid chemical
136,GO:0071398,GO:0071229,-0.0006514100787349024,-0.0001596351652507586,cellular response to fatty acid,cellular response to acid chemical
137,GO:0008360,GO:0022604,-0.00013076968408522164,-0.0021258252791890894,regulation of cell shape,regulation of cell morphogenesis
138,GO:0010769,GO:0022604,-0.0001934800087444339,0.0005520914010661777,GO:0010769,regulation of cell morphogenesis
139,GO:0051965,GO:0050807,-0.00021248376334873887,-0.0008240533506970719,positive regulation of synapse assembly,regulation of synapse organization
140,GO:0061001,GO:0050807,0.0004650293265068874,0.0003027589713496066,regulation of dendritic spine morphogenesis,regulation of synapse organization
141,GO:0008064,GO:0110053,0.001287672135979113,-0.0004539937858836094,regulation of actin polymerization or depolymerization,regulation of actin filament organization
142,GO:0030838,GO:1902905,-0.0010244316101404622,7.383562430956322e-05,positive regulation of actin filament polymerization,positive regulation of supramolecular fiber organization
143,GO:0031116,GO:1902905,-0.001000708122875639,0.0020055031036987593,positive regulation of microtubule polymerization,positive regulation of supramolecular fiber organization
144,GO:0006482,GO:0008214,-0.00011475515425304699,0.002145992029939376,protein demethylation,protein dealkylation
145,GO:0006476,GO:0035601,-0.00618356659367523,-0.0004320173268314049,protein deacetylation,protein deacylation
146,GO:0006606,GO:0072594,0.0001817062288581924,5.615110161208905e-05,protein import into nucleus,establishment of protein localization to organelle
147,GO:0072655,GO:0072594,8.298585151803912e-05,-0.00014219458718684215,establishment of protein localization to mitochondrion,establishment of protein localization to organelle
148,GO:0006625,GO:0072594,0.00017586511702570104,0.00021182340493120603,protein targeting to peroxisome,establishment of protein localization to organelle
149,GO:0070423,GO:0030522,-0.0010513337798793861,0.0004163640820637287,nucleotide-binding oligomerization domain containing signaling pathway,intracellular receptor signaling pathway
150,GO:0030521,GO:0043401,-0.0009488479393108066,0.00045293472478107294,androgen receptor signaling pathway,steroid hormone mediated signaling pathway
151,GO:1905039,GO:0098656,0.0006755080953947004,-0.0010608109302323464,carboxylic acid transmembrane transport,monoatomic anion transmembrane transport
152,GO:0048705,GO:0001501,0.0008289506734473402,0.0020610222847138146,skeletal system morphogenesis,skeletal system development
153,GO:0048706,GO:0001501,0.0006786362039449715,-0.0001850155758594034,embryonic skeletal system development,skeletal system development
154,GO:0060348,GO:0001501,0.0008346454817697639,-2.2957512651667923e-05,bone development,skeletal system development
155,GO:0002062,GO:0001501,-5.687085636337604e-05,0.0013416920020521946,chondrocyte differentiation,skeletal system development
156,GO:0001649,GO:0001503,0.0004631105601137039,-0.0012740175464253415,osteoblast differentiation,ossification
157,GO:0030282,GO:0001503,0.00016361249909651717,-0.0004938987182643231,bone mineralization,ossification
158,GO:0001958,GO:0001503,0.00042855832473928527,-9.385548153573968e-05,endochondral ossification,ossification
159,GO:0001504,GO:0006836,-0.0024256880032561398,-0.0005559459633681112,neurotransmitter uptake,neurotransmitter transport
160,GO:0007269,GO:0006836,-0.0004951134381682783,0.004147245929977886,neurotransmitter secretion,neurotransmitter transport
161,GO:0001504,GO:0001505,-0.002242450711691715,-7.093022116752764e-05,neurotransmitter uptake,GO:0001505
162,GO:0007269,GO:0001505,-0.00020774957991132086,0.001964115523932865,neurotransmitter secretion,GO:0001505
163,GO:0060306,GO:0042391,-0.0005764194191984095,-0.0006241352487471309,regulation of membrane repolarization,regulation of membrane potential
164,GO:0098900,GO:0042391,-0.00022849606900407065,0.0015504971248205867,regulation of action potential,regulation of membrane potential
165,GO:0019228,GO:0042391,0.000196929636772883,0.00016153849396677766,neuronal action potential,regulation of membrane potential
166,GO:0086002,GO:0042391,-0.0008500120893857072,-0.0007572997449403339,cardiac muscle cell action potential involved in contraction,regulation of membrane potential
167,GO:0086012,GO:0042391,-0.0007014679968987745,-0.00032909516498289915,membrane depolarization during cardiac muscle cell action potential,regulation of membrane potential
168,GO:0086013,GO:0042391,0.0023890435050793286,0.0006007738841957178,membrane repolarization during cardiac muscle cell action potential,regulation of membrane potential
169,GO:0051900,GO:0042391,-0.00040906846904231953,-0.00016598389441503932,regulation of mitochondrial depolarization,regulation of membrane potential
170,GO:0060079,GO:0042391,-0.0009654310291594823,-0.0008951789756154212,excitatory postsynaptic potential,regulation of membrane potential
171,GO:0001569,GO:0001525,0.0011444717203585894,0.0013519144870994765,branching involved in blood vessel morphogenesis,angiogenesis
172,GO:0002040,GO:0001525,-0.0004177712694144701,0.0012992050616055452,sprouting angiogenesis,angiogenesis
173,GO:0060669,GO:0001890,-0.0005808245652298201,0.0007030528527388073,embryonic placenta morphogenesis,placenta development
174,GO:0060711,GO:0001890,-0.0002664801808244703,-0.0009209541843362614,labyrinthine layer development,placenta development
175,GO:0035264,GO:0048589,0.00011287846790335067,0.0005555998941630612,multicellular organism growth,developmental growth
176,GO:0055017,GO:0048589,-0.001231823017048512,0.00021003099262854947,cardiac muscle tissue growth,developmental growth
177,GO:0043403,GO:0048589,0.0007798154207189376,0.00022793279789336837,skeletal muscle tissue regeneration,developmental growth
178,GO:0003401,GO:0048589,0.0006046522293392447,-0.001041891031331213,axis elongation,developmental growth
179,GO:1990138,GO:0048589,-0.0006944603390346446,0.00017434422762533711,neuron projection extension,developmental growth
180,GO:0098868,GO:0048589,0.000420558120296266,0.00017467884431070934,bone growth,developmental growth
181,GO:0045773,GO:0030307,0.0008266557195390806,-5.213733534083816e-05,positive regulation of axon extension,positive regulation of cell growth
182,GO:0030308,GO:0045926,0.00012304107084087795,0.0021383225350443103,negative regulation of cell growth,negative regulation of growth
183,GO:0046621,GO:0045926,0.00021294090583454393,0.00031659752253906606,negative regulation of organ growth,negative regulation of growth
184,GO:0051607,GO:0009615,-0.0001329033356164688,-0.00017872835137610883,defense response to virus,response to virus
185,GO:0098586,GO:0009615,-0.00017076534789096885,-5.817081999470527e-05,cellular response to virus,response to virus
186,GO:0001945,GO:0001944,0.00022240139261131526,0.0036472865773945593,lymph vessel development,vasculature development
187,GO:0061437,GO:0001944,0.0012678872337886266,-0.0009540055612463512,renal system vasculature development,vasculature development
188,GO:0001569,GO:0048754,0.000544366669158585,0.002319173986012074,branching involved in blood vessel morphogenesis,branching morphogenesis of an epithelial tube
189,GO:0001658,GO:0048754,-0.0030235126949805266,-0.007011557790584361,branching involved in ureteric bud morphogenesis,branching morphogenesis of an epithelial tube
190,GO:0060444,GO:0048754,-0.00022971401642028324,-0.0016545658462623351,branching involved in mammary gland duct morphogenesis,branching morphogenesis of an epithelial tube
191,GO:0015909,GO:0015908,-0.0008672762601120664,0.000729729980427297,long-chain fatty acid transport,fatty acid transport
192,GO:0001754,GO:0090596,0.0005295166347746636,-0.00032912336350101587,eye photoreceptor cell differentiation,sensory organ morphogenesis
193,GO:0002088,GO:0043010,-0.00011360427101090745,0.00014772110619275646,lens development in camera-type eye,camera-type eye development
194,GO:0060042,GO:0043010,-0.00030864916353766337,-0.00014316008393842813,retina morphogenesis in camera-type eye,camera-type eye development
195,GO:0003407,GO:0043010,-8.65043457552775e-05,0.00021253337113649748,neural retina development,camera-type eye development
196,GO:0072163,GO:0001823,-0.000545766693408144,-0.000605600887893564,mesonephric epithelium development,mesonephros development
197,GO:0072163,GO:0072073,-0.00031853009576803654,0.0016312470799827873,mesonephric epithelium development,kidney epithelium development
198,GO:0061418,GO:0071456,-0.0002405473004718196,0.0009522823842441654,GO:0061418,cellular response to hypoxia
199,GO:0002407,GO:0030595,-0.00035058465993955995,-0.0007909380781532425,dendritic cell chemotaxis,leukocyte chemotaxis
200,GO:0002548,GO:0030595,0.0005480893581277295,-0.0004386838461082812,monocyte chemotaxis,leukocyte chemotaxis
201,GO:0030593,GO:0030595,4.602454433232689e-05,0.0012377645947821377,neutrophil chemotaxis,leukocyte chemotaxis
202,GO:0042417,GO:0097164,-0.0018419108659582053,-0.0002806218673186303,dopamine metabolic process,ammonium ion metabolic process
203,GO:0006695,GO:0006694,-0.002731844702562997,0.0006555697692543159,cholesterol biosynthetic process,steroid biosynthetic process
204,GO:0043101,GO:0034654,-0.00042637617756477306,0.0006232666641635745,purine-containing compound salvage,nucleobase-containing compound biosynthetic process
205,GO:0071897,GO:0034654,0.0010457360771540481,0.002898034408742519,DNA biosynthetic process,nucleobase-containing compound biosynthetic process
206,GO:0001824,GO:0001701,-0.00035963562485536056,0.00045543256777842245,blastocyst development,in utero embryonic development
207,GO:0001704,GO:0007369,-0.00037142164035846957,0.0003636285387479415,formation of primary germ layer,gastrulation
208,GO:0001708,GO:0045165,-0.0011618294976733377,-0.00264336567710167,cell fate specification,cell fate commitment
209,GO:0048663,GO:0045165,-0.0007298692096830079,-0.0008102416298984452,neuron fate commitment,cell fate commitment
210,GO:0048701,GO:0048562,0.00042215238225337996,0.0006886951748226534,embryonic cranial skeleton morphogenesis,embryonic organ morphogenesis
211,GO:0042472,GO:0048562,0.0008712687161976506,-0.0006948367184557024,inner ear morphogenesis,embryonic organ morphogenesis
212,GO:0035108,GO:0035107,0.0002372358403728402,0.002642197890514941,limb morphogenesis,appendage morphogenesis
213,GO:0002292,GO:0030217,-0.0001235999276340838,-0.00023629745642138322,T cell differentiation involved in immune response,T cell differentiation
214,GO:0045061,GO:0030217,-0.00014245842871017612,0.00011415150910879998,thymic T cell selection,T cell differentiation
215,GO:0042119,GO:0036230,-0.003136820988546784,0.0006696343620206177,neutrophil activation,granulocyte activation
216,GO:0048873,GO:0048872,0.0012662809568319633,0.00020024004853896096,homeostasis of number of cells within a tissue,homeostasis of number of cells
217,GO:0002367,GO:0001816,-0.0017618456717586107,-0.0026928382910052753,cytokine production involved in immune response,cytokine production
218,GO:0050663,GO:0001816,0.0031161260533870343,-0.002743509261424215,cytokine production,cytokine production
219,GO:0002719,GO:0001818,0.0007785726932651268,0.00033567825929359355,negative regulation of cytokine production involved in immune response,negative regulation of cytokine production
220,GO:0032682,GO:0001818,-0.0005918802537122781,0.0009289846514623472,negative regulation of chemokine production,negative regulation of cytokine production
221,GO:0032689,GO:0001818,0.00010589796639862538,-0.00022667566394047776,negative regulation of type II interferon production,negative regulation of cytokine production
222,GO:0032692,GO:0001818,-9.379000395030701e-06,-0.0005124500349878502,negative regulation of interleukin-1 production,negative regulation of cytokine production
223,GO:0032715,GO:0001818,-5.944905903827893e-05,-0.0006002841011703003,negative regulation of interleukin-6 production,negative regulation of cytokine production
224,GO:0042036,GO:0001818,0.0014401458304473043,0.0011570660034409788,negative regulation of cytokine production,negative regulation of cytokine production
225,GO:0050710,GO:0001818,0.001399145818756934,0.00018399700628948256,negative regulation of cytokine production,negative regulation of cytokine production
226,GO:0032720,GO:0001818,-0.0025289904741156353,0.001250798084102808,negative regulation of tumor necrosis factor production,negative regulation of cytokine production
227,GO:0032715,GO:0032675,0.00024920121760599713,-0.0007496773461714885,negative regulation of interleukin-6 production,regulation of interleukin-6 production
228,GO:0045408,GO:0032675,0.00022504081040934627,0.00017173207561539956,regulation of interleukin-6 production,regulation of interleukin-6 production
229,GO:2000778,GO:0032675,0.0010962126312237112,0.0011889454469128776,positive regulation of interleukin-6 production,regulation of interleukin-6 production
