,terms,terms_full_name,imp_ov,imp_brca
156,GO:1903312,negative regulation of mRNA metabolic process,0.00021455670090104277,0.00037036302378736993
157,GO:1903313,positive regulation of mRNA metabolic process,0.0001818396557507861,-0.0003470661653726735
158,GO:0031998,regulation of fatty acid beta-oxidation,-0.0002335619143766154,-0.00010954954761336991
159,GO:0051043,regulation of membrane protein ectodomain proteolysis,3.3759522883481336e-06,-0.0001914083886689762
160,GO:0045821,positive regulation of glycolytic process,0.0002719394862136271,-0.00040354965941755307
161,GO:1903364,positive regulation of protein catabolic process,-0.0011743629311558672,0.0006855780554654839
162,GO:0071824,protein-DNA complex organization,0.00023365957979506658,-0.0005458180118007198
163,GO:0043624,protein-containing complex disassembly,9.745105755616804e-05,0.00015239567842349213
164,GO:1904886,beta-catenin destruction complex disassembly,0.0005212763692710913,-0.00023252582124640492
165,GO:0034369,plasma lipoprotein particle remodeling,0.00010568063960164853,0.0004796370227016112
166,GO:0034377,plasma lipoprotein particle assembly,-0.0006516090879193191,0.0009065098545871991
167,GO:0043244,regulation of protein-containing complex disassembly,-0.00016925543648953914,0.0006617854034873402
168,GO:0060142,regulation of syncytium formation by plasma membrane fusion,-0.00041555969638156566,0.0002557635711753849
169,GO:1903053,regulation of extracellular matrix organization,-0.0001431840217070633,0.0004475072125031023
170,GO:1902904,negative regulation of supramolecular fiber organization,0.00032447278490501026,-0.00013370298506595592
171,GO:0045806,negative regulation of endocytosis,0.000302562876470921,-0.0007527098675044936
172,GO:0048259,regulation of receptor-mediated endocytosis,0.0002796873014629492,0.0002569870114315185
173,GO:1901889,negative regulation of cell junction assembly,0.0005248115674431581,-0.0013144405025945739
174,GO:2000810,regulation of bicellular tight junction assembly,-0.0002489572140059082,0.0005822822991060681
175,GO:0051894,positive regulation of focal adhesion assembly,-0.00036890214543236526,2.8041513103847776e-05
176,GO:0031345,negative regulation of cell projection organization,-9.205625499730409e-05,0.0019540323978728103
177,GO:0006333,chromatin organization,-0.00016584041286081094,0.00038116257516231095
178,GO:0043044,chromatin remodeling,0.0002451235866044651,-0.00015831863742938657
179,GO:0006471,GO:0006471,-0.000320186776936914,9.674710976298149e-05
180,GO:0031365,N-terminal protein amino acid modification,0.00038772031349021283,-9.881377396159379e-05
181,GO:0043687,post-translational protein modification,-0.0006389517916698961,0.00022387309677705122
182,GO:0031503,protein-containing complex localization,0.000279476620379366,0.0001694908794976092
183,GO:0035418,protein localization to synapse,-0.0002074670640577431,6.38545745723377e-05
184,GO:0045185,maintenance of protein location,-0.00027207769013581256,-4.053989734013399e-06
185,GO:0090150,establishment of protein localization to membrane,1.8646244864242486e-05,-0.00021532542911459994
186,GO:0036473,GO:0036473,-0.00022350728299889332,-8.993294566610607e-05
187,GO:0006984,ER-nucleus signaling pathway,-0.0005045007938457214,0.0005804517944393529
188,GO:0060395,SMAD protein signal transduction,0.00019693555312995633,0.0006427434234627386
189,GO:1903831,signal transduction involved in cellular response to ammonium ion,4.572372244940084e-05,0.0004703713393241682
190,GO:0036498,IRE1-mediated unfolded protein response,-3.7140798234814524e-05,-0.00023296058395239273
191,GO:0097192,extrinsic apoptotic signaling pathway in absence of ligand,0.0009482605867969307,-0.00039258382014075637
192,GO:0098664,G protein-coupled serotonin receptor signaling pathway,-5.226107772268803e-05,-0.0005811937903637905
193,GO:0015701,bicarbonate transport,3.161502643099565e-05,0.00013129406089806408
194,GO:0015914,phospholipid transport,0.0002932685297768279,0.00011975807271298011
195,GO:0043252,sodium-independent organic anion transport,-4.930640382516002e-05,-9.423927695101462e-05
196,GO:1905039,carboxylic acid transmembrane transport,0.0008905087542141043,8.212970822585459e-05
197,GO:0048705,skeletal system morphogenesis,0.002773338330409816,-0.002427347742343203
198,GO:0048706,embryonic skeletal system development,-9.030467151435941e-05,0.00034310273599408916
199,GO:0060348,bone development,0.0006025911005340208,-0.001663674641903919
200,GO:0002062,chondrocyte differentiation,0.0002760667036890647,0.000674165534427835
201,GO:0001649,osteoblast differentiation,0.00036937805504547015,-0.0002481387840677917
202,GO:0030282,bone mineralization,-0.0003300433011996919,0.00015212773186364277
203,GO:0001958,endochondral ossification,0.00011545677388586318,-0.0002759307105724278
204,GO:0001504,neurotransmitter uptake,0.0007070932266956318,-0.0002976190718170851
205,GO:0007269,neurotransmitter secretion,0.0004789807087059575,0.0012049018006677129
206,GO:0060306,regulation of membrane repolarization,0.0002974306074091762,-0.0006234564188603725
207,GO:0098900,regulation of action potential,0.0004044452596478213,0.00027864819031024797
208,GO:0019228,neuronal action potential,0.0006729837180720268,-0.0004340109506063334
209,GO:0086002,cardiac muscle cell action potential involved in contraction,0.00018248299379018586,0.000263268814947144
210,GO:0086012,membrane depolarization during cardiac muscle cell action potential,0.0002111530782546642,-0.0010622428292493475
211,GO:0086013,membrane repolarization during cardiac muscle cell action potential,-0.0001589738876152657,0.00021721755699904985
212,GO:0051900,regulation of mitochondrial depolarization,6.436593319196821e-05,6.323824212346766e-05
213,GO:0060079,excitatory postsynaptic potential,0.0005727102385620314,-0.00012240122544525476
214,GO:0001704,formation of primary germ layer,-0.0004074186775420298,0.00021123497713296992
215,GO:0001756,somitogenesis,-5.9121994974122046e-05,9.782593916070134e-05
216,GO:0048645,animal organ formation,0.00025640950778760936,4.8002974699706647e-05
217,GO:0001843,neural tube closure,-0.0005809214928585161,0.0014017001719844
218,GO:0001569,branching involved in blood vessel morphogenesis,0.0006669700399089917,-0.0007467178791406542
219,GO:0002040,sprouting angiogenesis,0.00014946784436715491,0.0001764699900022037
220,GO:0001541,ovarian follicle development,0.00016858354901063232,0.00019744204902736424
221,GO:0030850,prostate gland development,4.654766823851284e-05,-0.00029244304739419375
222,GO:0060711,labyrinthine layer development,0.00021617491399464347,-0.0004992434255308814
223,GO:0030539,male genitalia development,3.3394987850996607e-06,-0.00015044149785702396
224,GO:0035264,multicellular organism growth,0.0006314041095644035,0.0003112584730046256
225,GO:0055017,cardiac muscle tissue growth,4.0815421732364425e-05,0.0013578727914516386
226,GO:0043403,skeletal muscle tissue regeneration,0.0003700295759266982,-0.00046824765603616753
227,GO:0003401,axis elongation,0.00040568919414962204,-8.645796042836417e-05
228,GO:1990138,neuron projection extension,0.0003401227470796233,0.00020521662492688998
229,GO:0098868,bone growth,-7.036219971220339e-05,-0.00038241196271931663
230,GO:0009913,epidermal cell differentiation,0.00013348766778247716,0.00017475720482910043
231,GO:0045446,endothelial cell differentiation,0.000332547293113305,-0.00034735568565498855
232,GO:0002066,columnar/cuboidal epithelial cell development,5.734395311435355e-05,0.00029071259027520837
233,GO:0002067,glandular epithelial cell differentiation,2.3870126842082658e-05,-1.5181547047835415e-05
234,GO:0030308,negative regulation of cell growth,-3.607685673686704e-05,0.00032152534598504695
235,GO:0061050,regulation of cell growth involved in cardiac muscle cell development,-0.00026570851635550216,0.00017203645272592986
236,GO:0061387,regulation of extent of cell growth,8.302759079617137e-05,0.000542997002172374
237,GO:0009620,response to fungus,9.006407048414736e-05,0.0002488569081832276
238,GO:0019730,antimicrobial humoral response,-0.0002974885800167252,-2.6394950207595518e-05
239,GO:0042832,defense response to protozoan,1.9163807193397666e-05,-2.9207053424779876e-05
240,GO:0001945,lymph vessel development,0.0008301241762937984,-0.0010649620006059673
241,GO:0061437,renal system vasculature development,-0.0002447786340633084,-0.0001083335750048735
242,GO:0001658,branching involved in ureteric bud morphogenesis,-0.0008290047586526211,0.00027603707377922765
243,GO:0060444,branching involved in mammary gland duct morphogenesis,6.234233281327858e-05,-0.00027411000456877184
244,GO:0015909,long-chain fatty acid transport,-0.00020615469480057434,-0.00025029796226348316
245,GO:0043583,ear development,0.00014792442928766104,-0.00010844307939742663
246,GO:0001656,metanephros development,-0.0001361494224994419,0.0006310647848595191
247,GO:0060993,kidney morphogenesis,9.76813046583353e-05,-0.0003102395778097721
248,GO:0072012,glomerulus vasculature development,7.153328456042458e-05,-0.00010784209862041143
249,GO:0001659,temperature homeostasis,-6.447261713797714e-05,0.00020253784047115296
250,GO:0097009,energy homeostasis,-3.1235361366184814e-05,4.901381337528612e-05
251,GO:0001764,neuron migration,0.0003751076534557709,-0.0002782324803471019
252,GO:0008347,glial cell migration,0.00033348942255240037,8.909773322866819e-05
253,GO:0001755,neural crest cell migration,0.0002357349623761616,-5.811114807767813e-05
254,GO:0043534,blood vessel endothelial cell migration,5.647151061098437e-05,0.0001599244378046568
255,GO:0019371,cyclooxygenase pathway,-0.0001251619056057167,0.0006349750048732287
256,GO:0019373,epoxygenase P450 pathway,0.00010702548237546313,-0.00015036475564417053
257,GO:0071333,cellular response to glucose stimulus,0.0008819232938534358,-0.0009204001844450057
258,GO:0001824,blastocyst development,3.9838235757423526e-05,-0.00015392706888256094
259,GO:0001708,cell fate specification,-7.11376929892473e-05,0.00015689971333548958
260,GO:0048663,neuron fate commitment,-0.00011404228181011546,0.0006843247500368562
261,GO:0016331,morphogenesis of embryonic epithelium,-0.0002972199580177281,-2.9049408957186846e-05
262,GO:0042472,inner ear morphogenesis,0.00021794049692758474,-0.0007140087340220073
263,GO:0042733,embryonic digit morphogenesis,-4.030370266503233e-06,-1.229475433430598e-06
264,GO:0001947,heart looping,0.00024017973654836167,-1.2213602519964524e-05
265,GO:0010171,body morphogenesis,0.0003230142549641882,-1.7984966822474703e-05
266,GO:0021587,cerebellum morphogenesis,0.0003951419853604205,-9.615102145290444e-06
267,GO:0060042,retina morphogenesis in camera-type eye,0.0001545264239419557,-2.7601374608441217e-05
268,GO:0060325,face morphogenesis,-5.20692513110343e-05,0.0003157014811818524
269,GO:0003148,outflow tract septum morphogenesis,-0.00027455749381263985,5.5553907824613025e-05
270,GO:0060412,ventricular septum morphogenesis,6.548424648034035e-05,-0.0004399821164052174
271,GO:0061384,heart trabecula morphogenesis,-0.0002873494153340314,0.0009681219922355512
272,GO:0003180,aortic valve morphogenesis,0.0004105354530764752,0.00042536008849378056
273,GO:0003181,atrioventricular valve morphogenesis,0.00015422595871126087,-0.0016198163234442053
274,GO:0030101,natural killer cell activation,-0.00010359808654432422,3.111380097702152e-05
275,GO:0002312,B cell activation involved in immune response,-0.0004792322259851834,1.0449000874404786e-05
276,GO:0030183,B cell differentiation,-0.00016356520106992805,-9.59174487238388e-05
277,GO:0042100,B cell proliferation,2.053859553137482e-05,0.00035119326872592874
278,GO:0042098,T cell proliferation,-7.257518135806374e-05,-0.0002658287526297761
279,GO:0002287,alpha-beta T cell activation involved in immune response,6.070993859629108e-06,-5.271909349916813e-05
280,GO:0043367,"CD4-positive, alpha-beta T cell differentiation",-4.374472215898531e-05,0.00017241461899733342
281,GO:0042093,T-helper cell differentiation,9.173228419116643e-05,-2.785318330646328e-06
282,GO:0002292,T cell differentiation involved in immune response,-6.13636546318213e-05,0.00013549578179378706
283,GO:0045576,mast cell activation,2.4188936573394624e-05,-1.967525267079391e-05
284,GO:0001774,microglial cell activation,-0.00014576968433132522,0.00021377165063379906
285,GO:0048873,homeostasis of number of cells within a tissue,0.001017389964803281,-0.00104573135923343
286,GO:0002367,cytokine production involved in immune response,0.0005010573903261432,-0.0008207648720487585
287,GO:0050663,cytokine production,0.0005751026901722375,0.00011115893951667428
288,GO:0032656,regulation of interleukin-13 production,5.170045932079637e-05,-0.00028516604429402044
289,GO:0032674,regulation of interleukin-5 production,-0.00012507795084743046,0.0009803237633646497
290,GO:0071634,regulation of transforming growth factor beta production,0.00020907217522452842,-0.0017051011432951903
291,GO:1900015,regulation of cytokine production involved in inflammatory response,-0.0006518418917103867,0.0003164024289435806
292,GO:0032757,positive regulation of interleukin-8 production,-0.00025464170578078847,0.00019524930902021828
293,GO:0032753,positive regulation of interleukin-4 production,-0.000774000457717773,0.0007029182993101894
294,GO:0032735,positive regulation of interleukin-12 production,0.0014882391417380748,-0.0004954136119345478
295,GO:0032740,positive regulation of interleukin-17 production,-4.140494293809007e-05,0.0009038709539923795
296,GO:0010575,positive regulation of vascular endothelial growth factor production,-0.0003481800246317715,0.00022547024910747485
297,GO:0002739,regulation of cytokine production involved in immune response,-0.0005135190345945261,0.0013890721099004022
298,GO:0050710,negative regulation of cytokine production,7.235821733131383e-05,-0.0003851219350304323
299,GO:1904467,regulation of tumor necrosis factor production,-0.00017886833801053663,-0.0002710778415762317
300,GO:0032689,negative regulation of type II interferon production,-7.567550834377396e-05,2.5013101845767892e-05
301,GO:0032729,positive regulation of type II interferon production,-0.0002076247057904546,-0.0003223339095317808
302,GO:0032733,positive regulation of interleukin-10 production,0.00035745842268506946,-0.0006775003900269135
303,GO:0032651,regulation of interleukin-1 beta production,-4.44032332611903e-05,0.00017295346456200794
304,GO:0032692,negative regulation of interleukin-1 production,7.560508681122697e-05,0.00046754820952399443
305,GO:0032682,negative regulation of chemokine production,-0.00030493397831374253,-0.00026809083253924866
306,GO:0032722,positive regulation of chemokine production,0.001149678554941039,-0.0009210952740232823
307,GO:0045086,positive regulation of interleukin-2 production,-0.0002007243903947386,-0.0008799831118712811
308,GO:0032720,negative regulation of tumor necrosis factor production,0.0002485359733156417,0.00045937259465430675
309,GO:0032760,positive regulation of tumor necrosis factor production,7.574717073847355e-05,0.000654247703763383
310,GO:0042534,regulation of tumor necrosis factor production,-0.00017690007954655762,0.0009693285579603538
311,GO:0050718,positive regulation of interleukin-1 beta production,0.00010372589350217375,0.0011717408946105463
312,GO:0032727,positive regulation of interferon-alpha production,0.00035425428392887393,-0.0002859973631685349
313,GO:0032728,positive regulation of interferon-beta production,-0.00011829569737966041,0.0026333624278387455
314,GO:0002719,negative regulation of cytokine production involved in immune response,4.328848255793493e-05,-0.0006121695977688935
315,GO:0032715,negative regulation of interleukin-6 production,-0.00011689424549691079,-0.0008636410935021615
316,GO:0042036,negative regulation of cytokine production,0.00035622495165943993,-0.000483967271650795
317,GO:0031645,negative regulation of nervous system process,0.0005228427807129852,-0.0002850134522318563
318,GO:0034104,negative regulation of tissue remodeling,-7.035871524405306e-05,4.9670996061163566e-05
319,GO:0046621,negative regulation of organ growth,-1.572852143675774e-05,0.0004529385996805029
320,GO:0051961,negative regulation of nervous system development,4.742045663069074e-05,-0.0004902984642296952
321,GO:0070168,negative regulation of biomineral tissue development,0.00023172802378040042,-0.0002021794268509367
322,GO:0110111,negative regulation of animal organ morphogenesis,0.0001257618945225145,3.091389600506786e-05
323,GO:0120163,negative regulation of cold-induced thermogenesis,-0.0004302854171908207,0.0003850342649314027
324,GO:1903707,negative regulation of hemopoiesis,-0.0012223065826740143,0.0012594612781432774
